peak_id	chr	start	end	gene	region	AL1-CD4	AL10-CD4	AL11-CD4	AL12-CD4	AL14-CD4	AL15-CD4	AL16-CD4	AL17-CD4	AL19-CD4	AL2-CD4	AL20-CD4	AL21-CD4	AL23-CD4	AL24-CD4	AL25-CD4	AL26-CD4	AL27-CD4	AL28-CD4	AL29-CD4	AL3-CD4	AL31-CD4	AL33-CD4	AL35-CD4	AL36-CD4	AL37-CD4	AL38-CD4	AL39-CD4	AL4-CD4	AL41-CD4	AL43-CD4	AL44-CD4	AL45-CD4	AL48-CD4	AL49-CD4	AL5-CD4	AL50-CD4	AL51-CD4	AL52-CD4	AL53-CD4	AL54-CD4	AL55-CD4	AL56-CD4	AL58-CD4	AL6-CD4	AL60-CD4	AL61-CD4	AL62-CD4	AL7-CD4	AL8-CD4	AL9-CD4	AS1-CD4	AS10-CD4	AS11-CD4	AS12-CD4	AS13-CD4	AS14-CD4	AS15-CD4	AS17-CD4	AS18-CD4	AS19-CD4	AS2-CD4	AS21-CD4	AS22-CD4	AS25-CD4	AS26-CD4	AS27-CD4	AS29-CD4	AS3-CD4	AS30-CD4	AS31-CD4	AS32-CD4	AS33-CD4	AS35-CD4	AS36-CD4	AS37-CD4	AS38-CD4	AS39-CD4	AS4-CD4	AS41-CD4	AS42-CD4	AS43-CD4	AS45-CD4	AS46-CD4	AS5-CD4	AS7-CD4	AS8-CD4
peak_66	1	1039616	1039959	C1orf159	intronic	47.85	46.78	56.4	32.99	24.46	78.66	27.9	14.63	13.94	48.68	40.83	38.42	41.35	25.28	27.87	27.65	59.43	19.55	17.33	26.65	15.64	76.53	35.05	37.68	30.96	11.3	21.36	41.38	15.69	35.75	15.51	49.85	11.03	22.5	37.49	39.71	19.38	29.19	37.94	27.05	7.36	49.28	71.22	40.42	34.27	35.8	16.58	35.72	56.64	34.55	12.96	74.47	25.53	21.69	52.43	32.36	24.02	34.63	37.02	23.04	60.22	11.17	41.39	44.41	77.37	9.62	42.22	38.28	24.11	60.52	43.62	21.19	27.79	18.1	41.63	45.53	13.39	31.49	12.06	20.21	66.22	39.1	43.51	36.24	18.62	57.91
peak_67	1	1042255	1042486	C1orf159	intronic	2.81	1.17	1.15	1.1	3.34	1.64	5.58	16.72	2.14	4.06	6.35	5.17	3.33	1.85	6.19	2.84	10.06	3.26	3.85	2.16	7.82	2.89	5.39	6.55	4.64	11.3	4.27	1.97	0.87	3.97	11.63	9.18	0.65	1.18	3.57	8.99	7.61	6.91	0.7	4.51	5.89	6.57	10.51	1.15	10.91	4.47	3.55	1.02	4.05	2.47	0.86	5.73	0.95	0.99	2.62	1.2	6.67	9.28	2.64	1.92	0.99	0.74	1.12	15.73	13	5.92	4.97	3.13	2.41	4.88	2.57	3.12	2.32	2.47	0.83	3.57	13.39	7	3.71	2.33	2.55	14.95	2.61	1.29	1.16	1.18
peak_68	1	1042800	1043171	C1orf159	intronic	38.47	23.39	1.15	5.5	10.01	14.75	12.55	3.13	4.29	18.66	2.72	16.99	10.67	8.63	34.83	9.22	13.72	21.18	12.84	4.32	11.3	36.1	13.48	11.47	5.42	6.46	10.25	11.82	3.49	19.86	3.1	35.42	5.84	7.7	2.68	9.74	23.53	12.29	21.08	25.55	3.68	20.81	14.01	1.15	1.56	32.81	13.02	8.16	10.52	10.7	2.59	21.48	4.73	10.85	14.85	3.6	9.34	16.08	12.69	20.48	31.59	12.66	11.19	13.88	19.51	11.1	11.59	7.03	14.47	8.78	16.68	9.97	17.76	5.76	19.98	17.86	8.37	9.62	0.93	11.66	18.68	14.95	11.31	6.47	17.45	28.36
peak_69	1	1051153	1052435	C1orf159(NM_017891:c.24813_24517delins0,NM_001330306:c.24813_24517delins0)	UTR5	6958.57	6048.6	7444.18	8060.03	7307.28	6861.86	7544.71	6349.72	7030.56	6096.67	5750.19	6993.4	7062.81	6831.24	6583.41	4834.7	7139.36	5956.41	5505.88	5088.56	8622.47	8178.49	5633.06	5797.84	5411.93	2940.09	4905.82	6691.35	4390.44	4541.46	5247.31	4844.23	4199.68	4491	5995	5031.74	5084.61	4504.6	4506.65	6278.49	4101.8	6022.54	7657.89	6642.4	8247.71	5233.78	4475.51	7469.68	9447.87	7591.02	7305.12	6916.69	6833.82	6200.76	7257.05	5484.16	5895.21	6457.88	5091.43	6513.12	8523.13	7503.42	6487.5	7170.26	5899	5293.56	5810.61	6977.19	5611.28	6217.53	5583.28	3474.87	4398.27	4159.57	4484.6	5500.67	5469.52	5574.3	5945.1	4706.55	4933.63	4374.5	4867.85	6181.3	6939.85	6312.3
peak_70	1	1057328	1058352	C1orf159(dist=5592),LINC01342(dist=14045)	intergenic	456.02	390.61	403.97	402.51	316.89	313.02	373.82	308.19	332.34	449.5	289.46	500.9	494.91	483.37	386.26	352.38	374.89	382.25	381.22	327.67	563.19	508.27	469.2	434.14	335.1	180.83	326.43	400.04	207.49	324.11	352.77	330.56	379.55	368.92	357.06	379.85	373.07	329.49	264.89	409.5	214.88	350.4	531.23	394.94	467.38	398.24	178.78	363.28	415.91	366.1	444.1	383.78	411.33	323.4	332.05	297.22	380.29	531.87	432.57	531.93	525.17	495.91	456.36	497.76	367.35	374.36	402.33	381.28	350.45	432.4	419.56	248.03	308.81	343.07	324.73	319.63	323.9	413.72	316.47	240.23	348.95	279.44	248.87	392.16	361.89	378.19
peak_71	1	1058985	1059206	C1orf159(dist=7249),LINC01342(dist=13191)	intergenic	11.26	12.86	1.15	5.5	4.45	3.28	6.97	48.06	35.38	18.66	19.06	17.73	14.01	10.48	12.39	21.98	5.49	7.6	12.84	45.37	2.61	2.89	14.83	28.67	19.35	24.22	17.09	25.62	20.92	7.15	26.36	3.94	33.74	15.4	36.6	17.98	7.61	23.81	20.38	8.27	37.53	6.57	18.68	19.63	7.79	1.49	21.31	20.41	10.52	22.21	25.06	31.5	38.77	31.55	16.6	58.72	26.69	5.57	19.57	14.08	5.92	9.68	3.36	4.63	13	14.06	6.62	9.38	14.47	5.86	28.87	24.3	20.84	16.45	12.49	19.64	31.8	28.86	52.9	50.53	14.43	13.8	24.37	31.06	23.27	20.09
peak_72	1	1059385	1059970	C1orf159(dist=7649),LINC01342(dist=12427)	intergenic	31.9	57.31	21.87	25.29	61.15	9.83	15.34	70	67.54	64.91	60.8	19.95	42.02	35.76	36.38	90.75	43.89	9.23	30.81	105.14	11.3	4.33	26.29	26.21	48.76	106.56	29.05	43.35	72.36	37.34	73.65	34.11	78.5	33.75	74.98	50.2	36.68	54.53	30.92	32.31	94.93	44.9	24.52	63.51	29.6	17.9	68.67	50	36.41	42.78	61.34	75.9	140.89	34.51	83.01	115.05	26.69	16.7	41.25	47.37	22.7	37.23	35.79	32.38	40.96	44.39	19.04	69.54	29.74	46.85	42.98	77.9	51.73	55.94	57.45	15.18	83.7	72.6	80.74	74.63	41.6	19.55	37.42	55.65	36.07	41.37
peak_73	1	1071751	1073531	LINC01342	ncRNA_exonic	734.7	764.85	479.94	395.91	472.55	414.63	358.47	451.31	321.62	380.53	245.91	434.41	486.24	578.31	380.07	326.85	498.33	260.08	302.28	263.57	915.18	496.72	510.32	439.06	437.26	113.02	347.79	410.88	231.03	443.26	665.99	460.42	331.54	322.14	614.14	681.04	415.99	382.49	304.94	488.39	238.43	548.6	428.49	443.44	515.68	441.49	261.66	419.4	613.35	598.92	314.5	849.19	199.52	299.73	428.17	225.31	348.27	653.7	392.91	388.55	444.22	699.93	780.74	590.27	322.48	272.26	425.51	328.94	528.9	403.11	455.49	516.62	580.57	338.13	552.87	324.09	775.86	457.45	376.79	316.41	354.89	300.14	210.59	428.39	564.36	499.93
peak_74	1	1079129	1080378	LINC01342	ncRNA_exonic	959.9	828	855.14	607.06	702.71	809.59	814.59	492.06	576.77	692.1	360.24	579.21	892.44	740.46	894.82	478.58	868.65	439.81	528.83	368	982.97	1081.51	705.14	516.87	690.32	219.58	637.47	736.04	373.14	492.51	533.41	615.2	401.61	455.38	747.14	647.32	599.41	508.45	565.61	683	300.24	569.4	678.34	569.32	1235.44	633.9	396.64	533.69	1191.1	794.72	353.38	839.17	256.26	560.03	586.33	550.09	689.87	1072.4	529.87	359.74	876.6	867.47	797.51	902.07	646.92	665.86	723.53	590.68	555.42	745.71	856.45	373.91	548.14	603.86	432.14	536.59	540.68	457.45	534.56	345.96	629.12	569.24	532.56	591.47	680.72	725.66
peak_75	1	1085439	1085828	LINC01342(dist=6005),MIR200B(dist=16656)	intergenic	8.44	7.02	17.26	4.4	6.67	18.03	4.18	22.98	7.5	14.6	10.89	8.87	13.34	11.1	5.42	4.25	27.43	9.77	8.99	3.6	10.43	2.89	10.79	10.65	4.64	4.84	8.55	12.81	12.21	3.97	4.65	19.68	3.89	14.8	16.07	31.47	13.84	13.06	11.24	30.06	5.15	23	19.85	17.32	15.58	23.86	5.92	9.18	8.9	5.76	10.37	17.18	0.95	4.93	37.57	10.79	17.35	16.7	21.15	5.12	4.94	20.85	6.71	7.4	14.95	0.74	12.42	3.13	10.45	0.98	14.76	3.12	11.58	13.16	8.33	16.07	16.74	12.25	6.5	4.66	5.94	12.65	11.31	5.18	6.98	1.18
peak_76	1	1092741	1094139	LINC01342(dist=13307),MIR200B(dist=8345)	intergenic	713.12	946.12	820.61	1066.75	869.49	768.62	934.55	1013.36	926.26	761.07	1547.12	919.06	1237.94	1157.86	953.65	1008.91	779.95	766.13	765.01	1086.7	1261.08	791.28	895.92	1041.94	962.74	744.31	787.02	929.16	1067.1	776.11	883.08	784.42	1090.63	932.66	891.75	1145.55	1023.7	951.61	936.6	962.51	832.28	837.68	695.85	761.01	965.92	683.12	724.61	823.5	759	875.35	986.69	1131.3	1133.77	967.24	968.19	947.98	763.26	895.52	918.02	1044.66	864.75	871.19	906.01	1177.77	1051.33	1064.63	854.33	1083.69	987.86	866.74	917.4	893.65	1113.27	908.26	940.88	964.25	1048.71	1066.23	1108.09	812.41	932.22	634.79	679.62	1100.11	906.46	876.94
peak_77	1	1101574	1101832	MIR200A,MIR200B	upstream	18.77	10.53	11.51	12.1	10.01	1.64	9.76	14.63	2.14	8.93	10.89	16.99	8	10.48	10.84	9.93	5.49	3.8	12.19	11.52	13.04	7.22	10.11	26.21	13.16	3.23	4.27	7.88	8.72	6.36	8.53	1.31	11.03	10.07	5.36	5.24	4.15	10.75	9.13	9.77	3.68	16.43	5.84	9.24	14.02	16.41	13.02	5.1	4.86	4.11	5.18	8.59	7.56	2.96	4.37	20.37	6.67	19.79	8.99	8.96	7.9	5.96	13.42	3.7	3.9	3.7	4.97	5.47	5.63	11.71	5.77	6.23	8.49	15.63	7.49	0.89	10.04	15.74	12.06	7	9.34	8.05	16.53	1.29	1.16	11.82
peak_78	1	1105498	1105650	MIR429	downstream	26.27	36.25	11.51	4.4	24.46	14.75	15.34	25.07	22.51	17.85	11.8	15.51	18.68	27.13	15.48	8.51	29.26	8.14	11.55	10.8	36.5	13	18.2	18.84	25.54	4.84	23.93	26.6	8.72	13.5	10.85	15.74	10.38	20.13	19.64	26.22	12.46	17.67	20.38	10.52	9.57	25.19	58.38	10.39	26.48	5.97	17.76	39.8	20.23	29.62	8.64	25.78	8.51	6.9	15.73	11.98	10.67	25.36	12.69	10.88	24.68	20.85	29.08	27.76	13.65	18.5	14.07	13.28	8.84	30.26	26.3	16.83	18.53	22.21	26.64	18.75	8.37	25.37	23.2	2.33	26.32	12.65	12.18	11.65	9.31	18.91
peak_79	1	1107198	1107745	TTLL10	upstream	236.46	147.36	81.72	91.28	159	70.47	97.64	49.1	85.76	41.38	74.41	97.52	98.05	172.01	103.72	63.81	133.5	50.5	55.19	34.57	151.23	63.53	132.13	70.45	68.88	14.53	64.94	94.59	32.26	65.14	106.22	116.74	67.48	78.17	133.9	143.85	68.52	103.69	57.62	130.74	7.36	104.03	74.72	80.84	179.16	65.63	62.75	97.96	46.93	120.11	56.16	270.65	25.53	51.27	116.22	44.34	52.04	177.5	118.45	71.05	88.84	157.86	129.75	85.12	43.56	73.98	94.37	39.07	119.77	66.37	103.29	97.22	128.93	41.14	101.58	57.14	144.79	71.72	78.88	40.43	61.13	106.95	60.04	84.13	95.42	179.64
peak_80	1	1108861	1109590	TTLL10(NM_001130045:c.-5310_-5290delins0)	UTR5	471.97	364.88	234.79	433.3	394.72	281.88	411.48	173.42	283.02	357.82	161.52	203.91	458.89	432.19	452.83	200.65	555.93	84.7	328.59	228.29	644.88	437.51	299.32	188.4	321.95	143.69	273.45	308.41	154.31	258.17	369.82	305.63	188.15	320.95	436.5	276.46	256.79	290.32	288.08	425.28	100.82	289.08	562.75	254.06	652.77	329.63	94.72	440.83	157.79	400.65	287.71	516.96	164.53	263.25	332.92	59.92	257.53	373.55	419.88	311.09	455.08	530.91	209.17	469.07	358.89	326.27	409.78	262.52	274.09	307.46	386.85	213.13	344.33	245.99	198.17	258.03	310.51	315.76	332.24	211.46	337.91	297.84	289.77	340.39	300.21	347.47
peak_81	1	1110575	1110767	TTLL10	intronic	30.03	12.86	10.36	26.39	27.8	21.31	15.34	5.22	13.94	8.93	5.44	11.08	20.68	16.03	30.96	13.47	14.63	20.63	16.04	12.24	24.34	15.88	20.22	11.47	16.25	9.69	10.25	19.71	11.33	21.45	13.18	15.74	16.22	15.4	17.85	13.49	15.92	26.88	23.89	26.3	10.3	14.24	5.84	19.63	31.16	38.78	7.1	9.18	20.23	19.74	19.87	54.42	2.84	11.83	18.35	2.4	1.33	31.54	25.38	26.88	19.74	27.55	22.37	10.18	20.81	24.41	19.87	10.94	10.45	20.5	21.81	16.83	20.07	17.28	11.66	15.18	14.23	13.99	10.21	4.66	14.43	18.4	5.22	12.94	13.96	15.36
peak_82	1	1118027	1118748	TTLL10	exonic	32.84	49.12	27.62	29.69	20.01	4.92	23.71	29.25	23.59	18.66	25.41	25.12	44.02	57.34	28.64	12.05	25.6	14.66	21.18	13.68	32.16	46.21	26.29	32.77	30.18	40.36	25.64	14.78	7.85	27.01	30.24	52.47	27.9	30.2	29.46	44.95	13.15	39.17	13.35	41.33	13.25	33.95	36.19	25.41	46.74	22.37	37.89	35.72	25.89	25.5	42.34	22.91	21.75	36.48	23.59	22.77	24.02	30.92	35.43	29.45	27.64	36.49	19.02	29.61	31.86	37.73	28.97	26.56	20.09	22.45	26.94	23.06	28.57	31.26	23.31	22.32	22.6	44.61	31.55	28.76	28.02	26.45	29.59	3.88	13.96	27.18
peak_83	1	1124516	1124845	TTLL10	intronic	8.44	8.19	10.36	3.3	5.56	24.58	18.13	8.36	9.65	8.11	40.83	2.22	12.01	7.4	6.19	17.73	15.54	4.89	23.1	10.8	3.48	4.33	16.85	21.3	7.74	1.61	8.55	22.66	8.72	11.12	0.78	1.31	27.9	18.95	24.1	8.99	8.31	5.38	7.03	23.29	16.93	14.24	15.18	17.32	1.56	8.95	10.66	1.02	13.76	10.7	14.69	25.78	2.84	37.47	41.07	8.39	1.33	5.57	34.37	9.6	22.7	7.45	11.19	1.85	8.45	31.81	6.62	3.91	36.17	8.78	0.64	8.1	7.72	10.7	2.5	2.68	7.53	34.99	6.5	18.66	13.58	10.35	6.96	14.24	50.04	10.64
peak_84	1	1136226	1137262	TNFRSF18	downstream	1993.93	1837.27	1169.34	1500.05	1260.87	862.03	1464.59	1207.68	1008.81	1125.38	866.57	1555.89	1492.07	2095.61	1092.98	978.43	1592.82	1299.33	932.51	646.69	1839.91	1451.16	1466.92	1157.44	1157.76	473.06	740.02	1246.44	696.58	1004.89	1231.2	1114.97	895.34	935.03	1197.93	1372.56	903.96	819.51	767.27	1296.12	595.33	1196.84	1450.08	1154.8	1758.91	900.88	600.29	1305.15	1377.21	1168.23	1487.81	2298.4	866.17	924.84	1437.43	749.04	908.7	1763.21	1268.63	1209.17	1456.06	1842.16	2010.01	1644.07	864.73	739.84	1016.59	854.76	1340.73	1292.31	1395.98	1235.77	1160.37	850.67	1374.69	1009.78	2020.42	1116.08	1005.08	792.2	812.51	634.79	630.89	1294.24	1228.79	1634.51
peak_85	1	1141629	1142249	TNFRSF18	exonic	179.22	130.98	94.38	155.06	105.63	83.58	97.64	106.56	112.57	137.12	92.55	158.1	178.09	252.78	116.88	109.19	233.16	116.74	98.19	79.22	188.6	163.17	165.84	183.49	178	87.19	92.29	129.08	68	135.04	161.26	177.08	150.52	131.46	194.6	244.24	135.66	133.64	109.61	151.78	78.74	141.26	228.84	114.33	193.18	98.44	73.41	118.37	109.24	74.87	126.14	131.75	98.34	136.06	149.42	62.32	56.04	211.51	198.83	161.95	144.13	209.24	193.51	210.02	108.58	102.1	135.77	151.58	159.15	121.03	158.46	181.97	237.79	117.65	205.66	137.49	193.34	111.96	145.7	101.07	135.84	104.65	73.1	110.01	125.67	137.1
peak_86	1	1142330	1142585	TNFRSF18	upstream	23.46	58.47	1.15	23.09	17.79	4.92	27.9	25.07	25.73	17.04	30.85	29.55	34.02	56.1	21.67	13.47	64.92	30.95	19.25	8.64	37.37	20.22	58.65	31.13	51.85	38.75	25.64	19.71	14.82	33.36	55.05	43.29	26.6	43.82	36.6	71.92	53.99	36.1	30.92	39.07	19.87	50.37	14.01	6.93	51.41	29.83	21.31	27.55	17.8	13.99	15.55	40.1	17.02	34.51	39.32	10.79	12.01	43.91	38.6	53.13	22.7	54.36	74.94	38.86	11.7	20.72	39.74	12.5	37.78	36.11	42.34	46.12	59.45	41.14	64.11	41.96	76.16	29.74	42.69	24.1	38.21	35.65	20.01	19.41	16.29	36.64
peak_87	1	1143382	1144662	TNFRSF18	upstream	906.42	950.8	751.55	999.67	793.88	342.52	758.8	600.71	791.18	597.17	509.96	1137.74	1167.91	1538.88	536.43	604.78	1185.02	546.23	523.06	447.93	1217.63	746.52	875.7	727.39	881.48	503.74	468.28	699.58	299.9	895.26	1121.88	793.6	796.08	930.3	1176.5	1147.8	871.43	823.35	559.99	974.53	545.29	847.54	1095.15	695.19	1085.88	671.19	378.88	855.14	720.97	728.91	1035.94	1052.54	768.77	537.35	817.89	459.01	717.89	1015.5	983.6	1029.3	874.62	1136.27	941.81	864.13	463.57	412.83	952.84	782.88	885.78	822.82	740.33	1027.63	1136.43	719.86	1121.57	835.68	1233.68	886.04	765.64	571.41	588.37	662.39	288.9	586.29	766.83	940.76
peak_88	1	1148203	1149205	TNFRSF4	exonic	289	278.34	264.71	504.78	239.05	163.88	237.12	285.2	316.26	241.79	232.29	458.05	326.16	373.62	268.6	198.52	386.78	236.19	231.68	189.4	489.31	342.21	304.71	319.46	318.08	234.11	256.36	218.74	211.85	360.65	354.32	330.56	301.04	320.95	368.66	454.77	299.71	359.45	214.3	395.97	222.24	390.92	281.38	366.07	445.57	250.58	181.15	245.93	314.77	338.95	489.89	379.49	317.72	186.35	319.82	222.91	306.9	403.23	380.22	332.86	305.03	389.43	324.37	440.39	184.65	190.14	356.8	244.55	312.68	308.44	273.29	296.01	369.8	249.28	337.22	308.92	411.78	389.23	333.17	236.34	278.48	246.09	142.71	230.38	280.43	423.11
peak_89	1	1149298	1149645	TNFRSF4	exonic	140.75	130.98	62.15	129.77	71.16	60.64	103.22	61.64	70.76	60.85	81.67	125.59	97.38	135.02	109.14	80.12	162.76	70.59	96.27	50.41	144.27	137.17	120	127.79	121.5	75.88	57.25	74.88	52.31	126.31	129.48	123.3	116.14	120.21	120.51	174.57	128.05	77.57	80.1	111.95	65.49	91.98	114.42	102.78	174.49	96.95	60.38	91.84	104.38	72.4	106.27	154.66	60.52	67.05	67.28	85.09	105.41	155.85	121.63	87.7	102.66	140.73	140.94	127.68	79.97	58.45	120.86	64.07	99.67	129.82	111.63	132.11	109.63	112.71	123.23	92.85	152.33	73.47	124.36	87.07	101.03	94.3	38.29	75.07	110.54	166.64
peak_90	1	1150116	1150452	TNFRSF4;SDF4	upstream;downstream	50.67	78.36	58.7	67.08	45.59	42.61	68.35	43.88	49.31	67.34	49	77.57	68.03	101.73	43.35	50.34	86.86	78.19	60.33	51.13	115.59	70.75	100.45	97.48	83.58	40.36	52.13	70.94	28.77	81.82	93.04	81.33	85.64	78.17	98.19	99.65	75.45	72.96	52.7	83.4	55.93	66.8	86.4	49.66	81.01	65.63	10.66	76.53	63.12	48.54	71.71	100.24	46.33	37.47	86.51	34.76	44.03	107.61	106.29	76.17	72.06	94.57	136.46	94.37	48.11	45.13	95.2	42.97	89.22	63.44	64.15	96.59	101.91	73.22	97.42	89.28	136.42	48.11	88.16	54.42	59.43	33.35	41.77	33.65	108.22	69.73
peak_91	1	1151939	1152814	SDF4(NM_016176:c.*604_*78delins0,NM_016547:c.*762_*236delins0)	UTR3	392.22	556.68	575.46	1100.84	434.75	280.24	465.88	605.93	620.72	567.96	404.7	975.2	544.27	865.62	320.46	412.64	797.33	430.58	435.13	337.03	944.73	492.38	434.82	693.81	494.53	322.91	257.21	372.45	279.85	535.41	776.86	615.2	665.02	637.17	838.19	717.75	415.99	649.77	208.68	678.49	438.59	762.12	539.4	726.37	718.21	360.95	324.42	614.31	515.44	504.31	1053.22	635.82	738.51	390.44	1079.16	299.62	465.69	835.53	868.84	636.27	459.03	828.75	447.41	596.75	297.13	329.23	503.33	616.46	561.05	530.98	367.6	440.59	571.3	407.24	557.04	574.98	448.61	882.55	369.36	297.76	407.53	482.99	244.52	397.33	534.1	702.02
peak_92	1	1154732	1155197	SDF4	intronic	132.3	163.73	183	272.74	204.59	81.94	167.38	181.78	211.2	141.18	132.48	195.78	188.09	274.98	121.53	123.37	178.3	153.66	134.78	75.62	288.55	127.07	176.62	188.4	152.46	85.57	82.03	126.12	55.8	134.25	264.38	144.29	197.88	156.92	125.86	207.53	139.12	170.51	59.72	169.81	118.48	189.44	108.58	215.95	138.66	98.44	65.12	190.82	183.68	132.45	188.35	196.19	131.44	126.2	242.92	73.11	133.44	291.91	251.72	172.19	126.36	261.36	171.14	209.09	88.42	93.22	135.77	118.76	137.45	164.95	93.02	138.97	164.44	102.84	189.84	123.21	187.48	179.31	111.37	101.07	144.33	127.65	67	95.77	204.8	208.01
peak_93	1	1157219	1157710	SDF4	intronic	45.04	28.07	27.62	119.87	21.13	44.25	30.69	24.03	30.02	51.12	33.57	130.77	20.68	20.96	27.87	31.2	42.06	53.75	25.03	9.36	116.46	72.2	19.55	43.41	46.43	12.92	15.38	18.72	24.41	16.68	29.46	61.65	33.09	36.12	16.96	26.22	33.92	30.72	16.16	69.13	57.4	167.54	28.02	83.15	23.37	31.32	29.6	22.45	21.04	50.18	81.22	22.91	92.67	34.51	89.13	20.37	24.02	34.63	31.2	20.48	16.78	33.51	8.95	28.68	35.11	23.67	33.94	50.79	50.64	26.35	33.36	17.45	44.78	33.73	34.97	16.07	23.43	38.49	12.06	30.32	11.04	18.4	37.42	10.35	23.27	20.09
peak_94	1	1166492	1168081	B3GALT6	exonic	3057.98	2598.61	3487.3	3679.75	3135.5	3053.17	3275.09	2955.47	3543.15	2737.58	2808.4	3392.53	3514.4	3201.06	3091.61	2882.1	2909.51	2750.16	3028.59	2851.78	3709.38	3357.17	2941.92	2788.34	2694.74	1477.31	2443.08	2826.9	1965.06	2329.91	2553.1	1873.16	2666.56	2340.25	2907.34	2745.88	2718.8	2430.11	2118.42	2611.78	2008.22	2361.93	3436.07	3204.57	3625.31	2407.33	1830.46	3359.31	4276.46	3552.4	3970.08	2551.87	3650.95	3277.36	3388.66	2733.69	2842.19	3839.35	2891.03	3382.98	3640.64	3817.61	2820.94	3591.61	2899.76	2823.23	2798.93	3236.23	2421.03	3140	2662.37	2138.14	2363.19	2326.6	2323.9	2500.79	2116.67	3123.46	2986.47	2225.78	2256.68	1882.51	2045.82	2835.69	2927.68	3174.47
peak_95	1	1176279	1176656	C1QTNF12	downstream	25.33	19.88	17.26	25.29	25.57	22.94	18.13	13.58	25.73	25.96	21.78	31.77	14.01	6.17	20.13	24.82	24.69	22.26	17.97	20.88	20.86	30.32	18.2	18.02	12.38	14.53	11.96	15.77	13.95	22.24	12.4	17.05	23.36	10.66	18.75	27.72	28.38	9.98	16.16	24.8	23.55	44.9	42.03	31.18	37.39	26.85	26.05	32.65	15.37	13.99	36.29	15.75	22.69	14.79	1.75	19.18	25.35	22.26	17.98	14.08	16.78	24.57	38.03	37.01	22.76	17.02	26.49	14.85	18.49	16.59	27.59	16.2	19.3	29.62	24.15	14.29	18.41	27.11	14.85	20.21	27.17	14.95	15.66	15.53	13.96	26
peak_96	1	1181744	1182411	C1QTNF12	exonic	32.84	70.17	28.77	52.79	41.14	77.03	54.4	41.79	41.81	32.45	52.63	64.27	71.37	56.1	59.6	47.5	63.09	51.04	41.72	42.49	81.7	63.53	75.5	64.71	33.28	56.51	51.27	55.18	49.69	50.05	57.37	26.23	49.96	62.77	40.17	53.94	61.6	40.71	57.62	54.1	23.55	84.32	65.38	45.04	73.22	55.19	48.54	52.04	43.7	42.78	52.7	48.69	33.1	31.55	22.72	56.33	42.7	49.48	56.58	44.17	49.36	62.55	89.48	77.72	51.36	54.01	41.39	41.41	60.28	63.44	65.44	39.88	41.69	68.28	42.46	70.53	66.96	28.86	64.04	24.1	55.19	33.35	29.59	51.77	50.04	43.73
peak_97	1	1182485	1182655	C1QTNF12	upstream	13.14	12.86	8.06	17.6	16.68	6.56	11.16	11.49	1.07	9.74	14.52	19.21	12.01	17.26	21.67	13.47	15.54	16.29	13.48	0.72	17.38	10.11	14.83	17.2	14.7	16.15	19.65	16.75	11.33	12.71	10.08	14.43	11.03	23.09	3.57	7.49	21.46	10.75	10.54	27.05	13.25	9.86	23.35	16.17	18.7	20.88	18.94	9.18	13.76	9.05	1.73	1.43	10.4	10.85	9.61	8.39	9.34	14.84	6.35	8.96	6.91	15.64	14.54	12.95	16.9	5.92	18.21	4.69	10.45	18.55	19.25	16.83	12.35	21.39	7.49	8.04	26.78	1.75	14.85	10.88	10.19	4.6	21.75	6.47	1.16	1.18
peak_98	1	1185626	1186932	C1QTNF12(dist=3524),UBE2J2(dist=2360)	intergenic	995.56	977.69	575.46	482.79	201.25	919.39	1081	349.98	814.76	401.63	542.62	511.24	1000.49	825.54	794.19	695.53	980.2	179.18	444.76	228.29	1138.54	1132.05	580.43	570.12	777	258.33	475.97	761.66	347.85	498.08	443.48	459.11	624.79	673.89	802.49	791.92	409.07	587.56	652.74	566.54	549.7	464.28	540.57	466.54	1115.48	481.76	362.3	930.65	732.3	571.77	453.6	1129.87	482.25	385.51	740.12	469.8	165.46	707.51	674.24	818.7	1051.32	644.83	661.05	643.94	528.59	782.01	916.42	712.56	733.06	867.72	787.81	222.48	410.72	676.26	636.97	416.95	775.02	616.65	693.25	507.66	791.28	354.19	438.58	798.55	886.68	944.3
peak_99	1	1195366	1196926	UBE2J2	intronic	185.79	155.54	131.21	114.37	113.41	83.58	179.93	99.25	105.06	90.87	97.09	108.6	148.07	155.37	119.98	124.78	143.56	47.78	105.25	102.98	209.46	187.71	113.25	126.15	145.49	30.68	94	219.73	177.85	129.48	84.51	182.33	156.36	147.45	130.33	155.84	114.9	108.29	164.41	68.38	139.82	101.84	141.27	53.12	179.16	114.85	80.51	181.64	106.81	126.7	110.59	108.83	90.78	100.57	169.52	87.49	112.09	94	144.9	140.82	203.35	137.01	115.21	87.89	140.44	130.21	151.49	107.04	102.89	130.79	85.32	52.35	108.08	99.55	158.2	71.43	92.07	146.07	96.52	68.41	138.39	121.9	110.51	134.6	153.6	169.01
