matset	sample	group	CDH2	PCDHB10	PCDHB11	PCDHB14	PCDHB16	PCDHB3	PCDHB6	PCDHB9	cg09150559	cg09843519	cg14011486	cg15577010	cg18070959	cg19154323	cg21117330	cg25108548	cg25555787
22	499DZ	0	0.059765574	0.423453906	0.481479255	0.370099337	0.513835031	0.660399501	0.376109697	0.469714165	0.596166557	0.149151207	0.080825342	0.016245211	0.921070273	0.293596261	0.372290445	0.667754473	0.651753143
38	49BL	1	0.03702396	0.425485166	0.468930398	0.310544332	0.43160062	0.620764344	0.442622881	0.468213071	0.729449838	0.239598688	0.077700968	0.013974746	0.710675734	0.435267078	0.498978154	0.739240506	0.438126633
4	4BL	1	0.024991813	0.381156501	0.416869566	0.276019368	0.406483818	0.580109375	0.42345023	0.429087707	0.72122945	0.070368471	0.065777201	0.015227395	0.876156952	0.572382981	0.498081101	0.775451264	0.674947288
130	501DZ	0	0.028520715	0.472990578	0.533849934	0.342690166	0.606999802	0.720014447	0.731786256	0.541222101	0.890275387	0.099771057	0.081629371	0.015756418	0.90620841	0.365417797	0.56531279	0.695726284	0.451392681
121	503DZ	0	0.026403236	0.352805868	0.399431341	0.331126287	0.466361549	0.590747955	0.387168414	0.398218321	0.804703781	0.095673678	0.074071922	0.012918988	0.902125549	0.294232668	0.275317522	0.741064943	0.678476362
21	509DZ	0	0.08815138	0.453512766	0.504572861	0.384286205	0.521548172	0.678788306	0.544638968	0.503776355	0.794378698	0.25029718	0.103442846	0.017732259	0.875005419	0.159322409	0.448005867	0.623350155	0.632505438
39	50BL	1	0.024857262	0.421808285	0.500303497	0.430859727	0.535300894	0.661118038	0.657768107	0.479928124	0.915356711	0.143386291	0.09229371	0.014806054	0.8267835	0.450789381	0.448400291	0.743211678	0.363657711
40	51BL	1	0.03727541	0.378579092	0.421593988	0.279972677	0.433205922	0.632367302	0.476865826	0.425242278	0.854470632	0.16084379	0.080578218	0.014536735	0.898393354	0.355642077	0.440074272	0.67858614	0.657444623
14	520DZ	0	0.02907991	0.359877625	0.412639456	0.28096088	0.441352025	0.584885958	0.432038948	0.409257655	0.836683417	0.172055399	0.082202982	0.015058274	0.813175811	0.409205185	0.371692843	0.808602151	0.475076831
15	521DZ	0	0.064960419	0.404348335	0.470169056	0.320868079	0.482906091	0.67036353	0.559019208	0.468210968	0.937895342	0.138506532	0.093726536	0.013567153	0.607314874	0.654389775	0.400202351	0.720833333	0.676018192
28	522DZ	0	0.03581799	0.383489939	0.435635425	0.336023912	0.478610617	0.643139535	0.549212272	0.447132177	0.821253071	0.269303586	0.087220491	0.014858162	0.827690603	0.148897891	0.364315185	0.597619048	0.670759786
32	523DZ	0	0.029481974	0.33694201	0.368738623	0.24964647	0.408660166	0.559863062	0.377692356	0.375749115	0.685483871	0.152973434	0.073992378	0.014399882	0.704627566	0.338357424	0.405294197	0.659476076	0.414080986
33	524DZ	0	0.040702635	0.345048349	0.389294592	0.310930474	0.437165677	0.592990893	0.410340208	0.387670442	0.887908497	0.174700454	0.071562925	0.014213817	0.865272756	0.41449498	0.347612413	0.825562219	0.670846479
34	525DZ	0	0.034913579	0.390142929	0.438333316	0.383274471	0.482720398	0.588111024	0.457243425	0.421707438	0.743385285	0.139269891	0.073930343	0.014877746	0.800533143	0.475360081	0.352113433	0.780262913	0.409262587
37	526DZ	0	0.0201478	0.380693857	0.429688629	0.315526165	0.40964547	0.582161748	0.390602173	0.427400089	0.584366063	0.214304779	0.079184193	0.015209269	0.836308467	0.24794321	0.340447434	0.76	0.688519194
38	527DZ	0	0.055588076	0.364992157	0.403179531	0.310415805	0.425662163	0.581696992	0.411284227	0.405010804	0.657534247	0.194753553	0.091522322	0.017980519	0.84742591	0.380424072	0.350172743	0.605555556	0.461958336
47	528DZ	0	0.019183492	0.366623547	0.412528424	0.276836004	0.451327313	0.610549725	0.49514617	0.42373758	0.822677925	0.094741107	0.075565396	0.014997592	0.849665385	0.393425284	0.37948942	0.666666667	0.679148458
50	529DZ	0	0.029038193	0.359535917	0.403736492	0.280210354	0.407982848	0.594314485	0.422629563	0.406011703	0.842323651	0.108773676	0.08274081	0.016169092	0.861132943	0.377819823	0.383454216	0.742215256	0.680183774
41	52BL	1	0.027366108	0.334915767	0.407523571	0.287757379	0.387059097	0.577909774	0.412161408	0.381373569	0.849198561	0.220430615	0.077433338	0.01537579	0.80918745	0.363658148	0.251960183	0.407290373	0.683235188
158	52DZ	0	0.026882459	0.410519082	0.501367691	0.340765488	0.55360208	0.707695934	0.625204354	0.475585392	0.951449003	0.094327549	0.078221142	0.014544452	0.870095243	0.451701637	0.40540055	0.67184573	0.676805061
57	530DZ	0	0.028748494	0.406427447	0.441081101	0.352647401	0.444369198	0.626545444	0.428092298	0.432195194	0.730584851	0.16923432	0.082576243	0.015192299	0.860112278	0.427756918	0.48953565	0.68	0.662425341
135	531DZ	0	0.024153869	0.344366619	0.391992958	0.243933412	0.404782959	0.600964165	0.362777661	0.383751654	0.704391127	0.075402631	0.072434119	0.015758765	0.883287192	0.532144541	0.442018505	0.778109236	0.452495707
59	532DZ	0	0.051491583	0.423808434	0.470692198	0.342902695	0.459678694	0.629259335	0.447177405	0.437751396	0.692996314	0.234390747	0.092479968	0.015327836	0.893798748	0.540905634	0.453972376	0.692473118	0.684214471
60	533DZ	0	0.029692316	0.371755511	0.421366852	0.334187855	0.431221225	0.621619303	0.453077733	0.436345147	0.836633663	0.160281996	0.074958196	0.018193489	0.707584284	0.155413567	0.400982057	0.805050505	0.6819989
61	534DZ	0	0.013986665	0.387139782	0.414409195	0.317356674	0.440295104	0.615879626	0.403602795	0.427315143	0.798269581	0.060504458	0.055749458	0.011420143	0.505061755	0.639550245	0.476045367	0.794062969	0.355784173
63	535DZ	0	0.015619666	0.367927741	0.427587127	0.298075744	0.505354699	0.625037364	0.522358362	0.398828659	0.766369048	0.150089432	0.064849216	0.013859822	0.771171497	0.343405686	0.365683408	0.66221555	0.683974999
122	536DZ	0	0.033471033	0.388837065	0.43141401	0.357939535	0.442609864	0.619091076	0.441416441	0.419638172	0.772015884	0.103741646	0.082813616	0.014860246	0.745177712	0.48753239	0.411137844	0.788968478	0.680391339
123	537DZ	0	0.049645668	0.355392521	0.39412172	0.280196688	0.420335886	0.589647967	0.404093904	0.40152479	0.747569039	0.169942134	0.099667394	0.015537388	0.83661915	0.570696284	0.389693435	0.74676259	0.442122019
56	539DZ	0	0.022079859	0.348721803	0.392464886	0.298127799	0.423903453	0.581960159	0.383079264	0.401542675	0.714158504	0.105821718	0.074748829	0.017353304	0.906381348	0.48256027	0.405520257	0.770707071	0.466072184
42	53BL	1	0.013333414	0.336091441	0.384220184	0.253173698	0.426274713	0.585538946	0.474067422	0.356928467	0.585941043	0.143325969	0.058363515	0.014036479	0.896722221	0.382366053	0.359684068	0.776	0.705462655
176	53DZ	0	0.027560027	0.336974045	0.370468932	0.26573804	0.425628273	0.600948021	0.388841212	0.382074185	0.769736842	0.106068998	0.075327863	0.013937342	0.925040355	0.61914005	0.375512483	0.727272727	0.42977636
150	540DZ	0	0.024499734	0.414228876	0.455317962	0.313571647	0.452531936	0.618665523	0.467862801	0.448517273	0.760692464	0.08855872	0.071160923	0.014655504	0.693142746	0.452432094	0.4220359	0.796065574	0.681585002
153	541DZ	0	0.029141804	0.338696551	0.383196578	0.25133532	0.402880726	0.575668954	0.387321974	0.373520498	0.74248927	0.209083303	0.094583216	0.012154352	0.842884218	0.493915331	0.345731305	0.623214286	0.671518015
154	542DZ	0	0.021666536	0.326332263	0.37177278	0.232504899	0.402718874	0.58047886	0.366302133	0.364827597	0.876962025	0.089085027	0.067807237	0.012762586	0.869706671	0.213389359	0.36253524	0.739756289	0.45635151
165	543DZ	0	0.064108295	0.384471209	0.439460636	0.294668571	0.48904574	0.646397945	0.47751715	0.44443631	0.864394489	0.226310876	0.088764008	0.015172598	0.820145281	0.422256928	0.462869966	0.711562144	0.674911011
168	544DZ	0	0.019918441	0.360747962	0.418178763	0.285691019	0.42653924	0.568809658	0.440971765	0.419476949	0.703570259	0.103616487	0.083004373	0.01743218	0.812941006	0.51766706	0.43082385	0.644705882	0.686812603
171	545DZ	0	0.030588463	0.572703178	0.679468994	0.435773618	0.766661349	0.817602706	0.896916131	0.608375264	0.952658412	0.18350068	0.085021218	0.015836449	0.77758903	0.325533831	0.407574894	0.795828432	0.692965295
173	546DZ	0	0.018763496	0.351891707	0.389958883	0.314108649	0.389776296	0.575378436	0.388035979	0.394157716	0.851973684	0.215622704	0.061862886	0.014858211	0.861434743	0.418127486	0.40085591	0.703775552	0.389960716
178	547DZ	0	0.031757515	0.365820014	0.407479683	0.359145116	0.41093122	0.629133587	0.397391834	0.42531431	0.889255109	0.122242863	0.061082208	0.012838895	0.933222723	0.223523771	0.398726107	0.605820106	0.693398007
180	548DZ	0	0.04362655	0.339221109	0.396948328	0.262105891	0.395273631	0.57823762	0.490116093	0.396669338	0.76524315	0.104863131	0.072018037	0.01534383	0.72763926	0.210633765	0.331046257	0.806229874	0.675918894
181	549DZ	0	0.026764148	0.400199804	0.448164706	0.345284747	0.459511787	0.611699663	0.429592028	0.438789018	0.757952286	0.100353649	0.076700284	0.016524366	0.864323284	0.46869451	0.445898911	0.731046922	0.670387867
108	54BL	1	0.024145083	0.379867105	0.432732896	0.288515382	0.409304709	0.632435854	0.460223054	0.426693866	0.778256189	0.192409232	0.080118511	0.01406298	0.908347632	0.280684804	0.48910802	0.788069455	0.68055643
182	550DZ	0	0.028399162	0.410373547	0.444981377	0.369483456	0.454362389	0.621589398	0.452423554	0.455591862	0.841817659	0.10535281	0.079570964	0.0151999	0.757518431	0.561130629	0.419860587	0.757142857	0.671973091
185	551DZ	0	0.017190448	0.378904957	0.421613103	0.263203059	0.436387153	0.604715717	0.39534411	0.416383761	0.727411945	0.146006531	0.07842349	0.024947924	0.859002085	0.497077143	0.392145324	0.594594595	0.666653874
186	552DZ	0	0.028769266	0.339158029	0.373735173	0.302581048	0.375577411	0.566104764	0.38643081	0.375073809	0.759737755	0.105479388	0.081678901	0.015430088	0.852730547	0.245316005	0.344201325	0.765217391	0.670086746
188	553DZ	0	0.021253991	0.343835056	0.375061974	0.304412263	0.412286317	0.582287105	0.387034441	0.406953569	0.60277981	0.104158583	0.093003907	0.01115112	0.801260945	0.578485326	0.29953427	0.673214286	0.672490561
65	554DZ	0	0.029480358	0.381339717	0.427351159	0.254807505	0.437108543	0.591949034	0.412643905	0.419950264	0.762345679	0.099011735	0.086072903	0.016124066	0.850232044	0.379035833	0.439121298	0.761152882	0.680270904
66	555DZ	0	0.02433761	0.407911406	0.4530205	0.308484365	0.438840858	0.64794026	0.503255138	0.434746732	0.799385875	0.225688121	0.091085988	0.013496211	0.645645059	0.243624113	0.387522652	0.866666667	0.664688011
67	556DZ	0	0.042867287	0.348265485	0.375348249	0.388701132	0.383458179	0.571698459	0.382430926	0.384829871	0.64192418	0.205227961	0.084879278	0.015037248	0.951480264	0.267382246	0.361210946	0.667579909	0.383821939
73	557DZ	0	0.023264612	0.420853589	0.481726994	0.316354416	0.511282725	0.669330302	0.599289558	0.478548447	0.789934354	0.168089868	0.07068653	0.014304579	0.841942369	0.431686102	0.400222973	0.696774194	0.678456626
74	558DZ	0	0.026652356	0.378574769	0.412442135	0.367537623	0.45119483	0.58501662	0.428429201	0.433456363	0.793848712	0.108251842	0.09140768	0.014839182	0.846868722	0.362150792	0.436074393	0.738461538	0.678516491
76	559DZ	0	0.048899682	0.471266598	0.512456021	0.408649235	0.531210043	0.685114133	0.501695438	0.556815405	0.838421445	0.23577156	0.090440287	0.017124545	0.805797861	0.037673304	0.608596806	0.700259054	0.638174383
195	55BL	1	0.015327059	0.441322398	0.505419413	0.367659409	0.60005733	0.7281702	0.661282319	0.496909009	0.928097345	0.137131281	0.058828369	0.013287097	0.91155295	0.521909909	0.425129277	0.790588235	0.694760875
136	55DZ	0	0.019904157	0.423334291	0.495735996	0.395950833	0.569702398	0.703045186	0.696655415	0.489483994	0.893231649	0.200578624	0.071401494	0.014320787	0.815806347	0.344459836	0.460152114	0.695341935	0.423340874
82	561DZ	0	0.028833197	0.369779529	0.434450508	0.330565726	0.42529614	0.615567284	0.480250841	0.416407509	0.73046595	0.172455186	0.063190375	0.013345821	0.908624077	0.478857689	0.489218745	0.657142857	0.688181359
84	562DZ	0	0.024189237	0.335008209	0.367508957	0.287830429	0.378068406	0.563683389	0.35501765	0.357857086	0.817479479	0.06489562	0.083721603	0.014352357	0.794590181	0.521661388	0.370743844	0.811375248	0.690009864
85	563DZ	0	0.018780637	0.323007884	0.345955718	0.289077259	0.372571091	0.531473489	0.356104241	0.391956795	0.703320134	0.057002393	0.058881412	0.019827633	0.737102845	0.108788839	0.316472301	0.811188811	0.703550981
92	564DZ	0	0.046256313	0.359936117	0.39156874	0.316994334	0.410055286	0.555746085	0.370193404	0.380743785	0.447606294	0.125627507	0.08836843	0.015163413	0.904051388	0.5836943	0.34418136	0.755496306	0.645542597
93	565DZ	0	0.029881435	0.490315987	0.556273997	0.452431698	0.655181242	0.719975157	0.643561439	0.564367823	0.812316716	0.215005491	0.059344909	0.017087488	0.727742134	0.388450299	0.52843902	0.727042723	0.400782639
97	566DZ	0	0.025712154	0.413341829	0.471114761	0.269422805	0.485623385	0.595278506	0.450749044	0.449486373	0.58018114	0.092803646	0.075258063	0.013690914	0.924309241	0.261776601	0.475397615	0.65	0.667928337
98	567DZ	0	0.021635931	0.36794687	0.41473176	0.307569344	0.41854937	0.582262584	0.409496796	0.400744676	0.756607253	0.073059748	0.075545836	0.016557904	0.670047547	0.458489201	0.356245482	0.677647059	0.684934605
99	568DZ	0	0.017005991	0.343429122	0.377402051	0.322474156	0.393523932	0.557830012	0.416902802	0.363275119	0.71647275	0.091779438	0.071614911	0.014446714	0.90869619	0.3463595	0.304864762	0.740352291	0.678534428
100	569DZ	0	0.049360569	0.461948579	0.486200417	0.36643764	0.505134118	0.653370353	0.524811542	0.495233066	0.799925898	0.222625259	0.106547251	0.013135531	0.875533283	0.512815836	0.510149315	0.744502618	0.647576249
118	56BL	1	0.018074322	0.334556032	0.379178949	0.301924476	0.407564169	0.58802451	0.371267028	0.380837045	0.792617776	0.12717159	0.057532887	0.012847435	0.87215702	0.35584177	0.486869936	0.753969298	0.40948694
80	56DZ	0	0.037911747	0.360276533	0.405027379	0.292931695	0.409354052	0.571491504	0.377528533	0.392265197	0.54288499	0.188283137	0.103556667	0.0155002	0.838278372	0.235704795	0.408443344	0.632	0.671653365
101	570DZ	0	0.024100226	0.358943673	0.398935727	0.266786171	0.434609884	0.572996067	0.414565024	0.397955385	0.803833866	0.120130506	0.070890183	0.015824179	0.654003767	0.105237761	0.41841347	0.70244074	0.661746958
102	571DZ	0	0.041192984	0.392056523	0.438051145	0.296520201	0.475229179	0.638308427	0.532539582	0.459921101	0.841894977	0.088060895	0.088215544	0.014834607	0.908079126	0.55757701	0.419472113	0.658745804	0.686432375
103	572DZ	0	0.0423084	0.351788617	0.38730645	0.301636987	0.437363425	0.590210011	0.437659413	0.390651681	0.883965281	0.080211923	0.075582585	0.01265938	0.799389157	0.674368367	0.391420323	0.776700598	0.373923907
104	573DZ	0	0.047695938	0.393194515	0.438527824	0.319943736	0.454252134	0.60002476	0.405358023	0.43713788	0.775771971	0.160420144	0.073120425	0.015247006	0.882017999	0.572663302	0.389780151	0.774820187	0.676014681
105	574DZ	0	0.04573325	0.396395362	0.43307114	0.304385506	0.464768126	0.61862753	0.469982174	0.459529169	0.746203905	0.254239986	0.099268792	0.014768638	0.704999756	0.301769683	0.357697761	0.739473684	0.664974705
106	575DZ	0	0.022108704	0.428768089	0.474417555	0.322645528	0.514643471	0.670524927	0.550309974	0.498352584	0.83224146	0.097615128	0.075204254	0.013185126	0.861996503	0.416474218	0.404462449	0.712734077	0.681210987
20	577DZ	0	0.051821798	0.395983713	0.443727621	0.333437322	0.462485178	0.597021733	0.442312702	0.42296237	0.71291866	0.089134153	0.090398149	0.014856296	0.886916463	0.280063178	0.38230058	0.719556644	0.666451354
30	578DZ	0	0.029330338	0.361255833	0.389435014	0.259395091	0.424272697	0.599184243	0.387526376	0.398575869	0.742806552	0.229356856	0.088222346	0.01793344	0.887961245	0.403963967	0.405119922	0.701886792	0.469239839
195	579DZ	0	0.039952693	0.424664507	0.488558749	0.433193125	0.519222483	0.668921122	0.513285884	0.47808845	0.840163934	0.106474593	0.077551953	0.016167628	0.768913481	0.615344815	0.427039227	0.695543758	0.685225607
43	57BL	1	0.029810494	0.385155284	0.431283425	0.313203103	0.441208792	0.596194778	0.396368785	0.417840387	0.873511905	0.061618201	0.077206621	0.014966288	0.37243365	0.538582369	0.509647887	0.696775794	0.382239874
196	580DZ	0	0.02159935	0.35984249	0.395771421	0.307822295	0.415100478	0.589015135	0.412311047	0.4112949	0.879452055	0.158455561	0.069037081	0.014339343	0.920599743	0.429416293	0.396930597	0.644110691	0.679506598
198	581DZ	0	0.026093148	0.404381065	0.460541015	0.31512391	0.489436116	0.633728972	0.522668991	0.438181292	0.801242236	0.110765018	0.072037966	0.014316445	0.847911942	0.39806876	0.36644629	0.731168831	0.460730012
197	582DZ	0	0.016380994	0.37022382	0.409068487	0.336074047	0.387607258	0.602273988	0.445204866	0.427280747	0.913532377	0.076946446	0.072728616	0.01503458	0.91853604	0.288917079	0.463272151	0.792360112	0.111397792
199	583DZ	0	0.051545121	0.425010222	0.479774635	0.381048096	0.499831097	0.652619772	0.546718894	0.457078994	0.88570529	0.228825252	0.074954093	0.014930121	0.897688521	0.477480755	0.435075934	0.654634146	0.675935672
200	584DZ	0	0.026555152	0.397371843	0.462349513	0.297437801	0.459802461	0.609136562	0.436649781	0.418053205	0.800641026	0.142706731	0.070047683	0.014627333	0.90000341	0.578646288	0.463559542	0.8375	0.478233631
194	585DZ	0	0.030204726	0.372269163	0.421665069	0.250148258	0.441454174	0.61931573	0.440946067	0.446916068	0.864549276	0.182545542	0.069810074	0.016128086	0.845054422	0.295769175	0.416904942	0.68105683	0.701168015
44	58BL	1	0.027282275	0.442223278	0.486873771	0.396938903	0.495529523	0.668958775	0.463953138	0.486059917	0.922352941	0.162632866	0.070777199	0.01229381	0.8213615	0.192452434	0.493733831	0.653429952	0.668845758
45	59BL	1	0.020175067	0.397357103	0.438961928	0.294646079	0.542068913	0.687089027	0.771914179	0.44647857	0.965065502	0.133200779	0.082176779	0.013721658	0.908734457	0.45730048	0.316802489	0.563934426	0.694466495
5	5BL	1	0.038045912	0.446129243	0.467903386	0.383948643	0.507039386	0.63008487	0.466842111	0.504960873	0.726186164	0.246794433	0.083231423	0.015136737	0.922850982	0.366278796	0.446131688	0.702690251	0.421460714
46	60BL	1	0.030403455	0.392397967	0.451127486	0.380725837	0.464977492	0.661116183	0.459279821	0.444830994	0.342934293	0.172262595	0.096789852	0.014141663	0.84609991	0.200435719	0.42851064	0.700680272	0.665588673
157	60DZ	0	0.073294196	0.37241879	0.413395276	0.288348072	0.447650009	0.608964904	0.439522982	0.447057837	0.796083727	0.210360527	0.098765207	0.013255118	0.855913122	0.249162893	0.373625835	0.74811479	0.635461197
47	61BL	1	0.018325442	0.356603737	0.384716968	0.306149362	0.375581785	0.564333442	0.411905842	0.386575237	0.808636749	0.132781062	0.075717734	0.015619192	0.891624305	0.336116404	0.440775347	0.639215686	0.679887891
183	61DZ	0	0.033513492	0.373823752	0.422660667	0.25901717	0.407111601	0.591855552	0.40309704	0.423084652	0.707729469	0.096465056	0.078467982	0.01685097	0.856569614	0.41854938	0.362975711	0.784810127	0.477388673
48	62BL	1	0.013635076	0.343237207	0.386561473	0.312298416	0.390953385	0.577622084	0.429972692	0.386362027	0.694256757	0.08626973	0.060493943	0.014891889	0.78791798	0.329810165	0.421874237	0.749425287	0.402813742
107	63BL	1	0.02104769	0.375263576	0.426553989	0.333068557	0.513795771	0.625345633	0.551397986	0.408578212	0.910478128	0.148151652	0.065100307	0.014002768	0.839260733	0.310243527	0.361303861	0.695833333	0.693577758
142	63DZ	0	0.082427539	0.390599113	0.437564779	0.276729424	0.43241066	0.61095051	0.434639522	0.428401453	0.748837209	0.19715379	0.089088651	0.01587849	0.781020655	0.457736021	0.520257151	0.745185185	0.490789473
49	64BL	1	0.031299609	0.391380477	0.431727111	0.303740417	0.456921483	0.606412862	0.481978119	0.42935311	0.800268097	0.252026217	0.069893847	0.015633367	0.818714677	0.288198802	0.410837409	0.683168317	0.41520722
151	64DZ	0	0.035374158	0.387443066	0.416200285	0.344334678	0.491062898	0.634065384	0.430137602	0.457672095	0.769072165	0.106228005	0.091761467	0.014758423	0.831393935	0.478813559	0.441225646	0.735653692	0.619927996
50	65BL	1	0.032918529	0.374976399	0.418503623	0.322692776	0.47096824	0.627157151	0.488735815	0.408635115	0.792243767	0.079216495	0.072600903	0.012708688	0.895547751	0.435676664	0.420891198	0.746938776	0.3792293
117	66BL	1	0.020332382	0.364389999	0.40189996	0.325211666	0.436727958	0.597798176	0.413664242	0.420080903	0.821576763	0.081513607	0.067283515	0.013862126	0.682801733	0.594741823	0.302862003	0.714313885	0.699745979
4	66DZ	0	0.07145798	0.424533087	0.464027319	0.317036539	0.48733192	0.644863593	0.490726187	0.47963159	0.867609721	0.142913271	0.119797658	0.017178287	0.767951557	0.530378852	0.393163314	0.681384464	0.662464143
51	67BL	1	0.021823009	0.31074766	0.337141448	0.26581277	0.406536092	0.569914943	0.369638559	0.361789982	0.801143583	0.185401608	0.067421206	0.015538545	0.526419884	0.479869869	0.317834792	0.638356164	0.677653327
77	67DZ	0	0.061609514	0.449557226	0.476318904	0.395232229	0.530792385	0.669792362	0.497105142	0.529904477	0.76795284	0.13201718	0.079903589	0.013627686	0.694535753	0.633985819	0.488096954	0.753846154	0.635038963
53	69BL	1	0.016640292	0.409264814	0.461941469	0.311427828	0.45216593	0.608408338	0.426581327	0.436309691	0.577956989	0.092243338	0.083510326	0.014908312	0.936275637	0.524179122	0.315778188	0.665452092	0.45869518
172	69DZ	0	0.051370117	0.350179531	0.395270034	0.268723323	0.398113537	0.60164622	0.432999841	0.377680527	0.535681186	0.124946574	0.09497447	0.015949367	0.699785933	0.381592398	0.488888067	0.61957169	0.665790188
6	6BL	1	0.01544479	0.324000386	0.371857299	0.26726542	0.387795845	0.560042498	0.342365661	0.369288692	0.870484581	0.103570754	0.06844168	0.015378758	0.83931327	0.3987762	0.572258711	0.72997719	0.354287599
87	6DZ	0	0.027124801	0.406254498	0.474691527	0.315536437	0.532512054	0.675966393	0.422079266	0.503961795	0.657802463	0.1132794	0.088353264	0.01484296	0.768382448	0.354260529	0.428471732	0.704111696	0.675703683
54	70BL	1	0.023858807	0.401134973	0.432593891	0.321853673	0.419869064	0.617601027	0.420933289	0.430763382	0.637603796	0.176341059	0.077468961	0.014293447	0.758498082	0.188345554	0.535772926	0.643333333	0.35565886
1	70DZ	0	0.036731523	0.376450717	0.411889597	0.33072356	0.44128259	0.598104836	0.4350993	0.457891399	0.771846108	0.184467124	0.074571713	0.012257396	0.847253027	0.549402315	0.42094951	0.673672744	0.658611221
55	71BL	1	0.028653575	0.517582299	0.53990222	0.45885413	0.612354347	0.741998351	0.583154212	0.602825668	0.563997262	0.132878774	0.107032542	0.015867157	0.936439217	0.412006384	0.401816143	0.564179104	0.659626101
139	72DZ	0	0.058887932	0.387566244	0.488555961	0.331798864	0.504778036	0.65683777	0.6503727	0.481690536	0.841509434	0.101893452	0.082726417	0.015056483	0.871864587	0.302809827	0.428116138	0.688815208	0.659238374
116	73BL	1	0.019098287	0.360423391	0.418142294	0.280718601	0.424030534	0.592381483	0.409882202	0.398762998	0.69592089	0.160262417	0.075562384	0.013717158	0.838359548	0.351630786	0.462711178	0.710526316	0.673506223
184	73DZ	0	0.022696766	0.378409603	0.424934126	0.288734488	0.428968222	0.603313072	0.418939688	0.433101702	0.70212766	0.232605681	0.084456299	0.014636007	0.720597669	0.292891548	0.450983353	0.749894292	0.419062694
56	74BL	1	0.023664922	0.354285682	0.393757477	0.283254624	0.391448203	0.597390226	0.37316698	0.391254426	0.738996929	0.135241434	0.057337678	0.012897997	0.912931413	0.382089557	0.437238716	0.730802486	0.684570897
119	75DZ	0	0.038164042	0.402129868	0.451185974	0.323489861	0.466485011	0.626969474	0.484878908	0.433269584	0.760259179	0.225979564	0.116554777	0.018173285	0.866233293	0.415564644	0.439677896	0.729411765	0.633165696
109	76DZ	0	0.041975848	0.401341095	0.444883602	0.331214833	0.45857632	0.632767742	0.426053086	0.429089048	0.689389068	0.177107278	0.090827692	0.014400673	0.846570389	0.399550675	0.429714553	0.706156942	0.416021023
7	7BL	1	0.149287563	0.400051956	0.453194456	0.323967898	0.454165579	0.606542837	0.503513624	0.431811159	0.528718704	0.312815855	0.089528193	0.015246905	0.897427725	0.254219291	0.25310987	0.639764575	0.618382523
8	8BL	1	0.028177814	0.363252015	0.415559563	0.251126189	0.445553738	0.615138969	0.448216664	0.419819955	0.679092382	0.091258107	0.085661959	0.016157649	0.822631856	0.455449928	0.392278232	0.807982456	0.482090257
143	8DZ	0	0.036898097	0.393000659	0.438762427	0.34963562	0.430437555	0.622450026	0.446410998	0.460320793	0.782776801	0.113062799	0.102034571	0.014891274	0.902159387	0.407563549	0.482677707	0.644294692	0.649785667
57	93BL	1	0.011224892	0.346493011	0.395244928	0.310203728	0.409209623	0.559736173	0.423898159	0.39540605	0.807372176	0.056122113	0.061451173	0.014393306	0.852357442	0.062178932	0.419741731	0.718518519	0.701759624
58	94BL	1	0.015961635	0.372264671	0.425642479	0.263871716	0.429328693	0.642754118	0.441913111	0.430737767	0.895705521	0.115409981	0.045915328	0.016153468	0.941844681	0.533279051	0.42613758	0.818040816	0.336195055
59	95BL	1	0.036745268	0.426415362	0.471571575	0.397521152	0.540162699	0.654262815	0.59228493	0.490536073	0.799392097	0.081348369	0.072120236	0	0.596382188	0.422367929	0.44557303	0.739740394	0.674084487
60	96BL	1	0.020030905	0.392930614	0.455218251	0.328917741	0.495929638	0.65357315	0.576223409	0.416534781	0.955147373	0.156172039	0.055749229	0.013891727	0.733475507	0.412440026	0.351126446	0.708187536	0.697067215
61	97BL	1	0.031922547	0.333832295	0.363709275	0.253493494	0.428402859	0.583336048	0.406572504	0.383223857	0.728109029	0.143825583	0.077776197	0.014639509	0.767516327	0.326578422	0.352588742	0.722298154	0.669025074
62	98BL	1	0.049312926	0.545799335	0.622205242	0.463051054	0.73411825	0.790167887	0.824225289	0.597443104	0.963700234	0.253315067	0.078888238	0.015458569	0.710157277	0.498164955	0.520065461	0.694438095	0.672143853
63	99BL	1	0.020151572	0.339543144	0.364887395	0.276038329	0.41882284	0.55396611	0.381357905	0.366258106	0.675609004	0.120757665	0.073468387	0.012548192	0.759547615	0.335185152	0.425815205	0.690162198	0.696466385
9	9BL	1	0.017849877	0.319711037	0.351253297	0.233529401	0.365559499	0.554273861	0.337127738	0.347109898	0.642837039	0.157512733	0.065871703	0.01484998	0.880066447	0.375684249	0.441119376	0.671393813	0.693777274
11	9DZ	0	0.031079003	0.379170195	0.430515992	0.302481741	0.408739303	0.597522063	0.407955962	0.425617963	0.779853777	0.103208957	0.080409764	0.014975253	0.898726808	0.380533666	0.398258324	0.790362047	0.815651767
